,property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,coordinates,latitude,longitude
2067,flat,m3m golfestate,sector 65,13.2,12000.0,4.0,4.0,3,13.0,Moderately Old,12222.22,0.0,1.0,0.0,0.0,0.0,0.0,60.0,"28.4030° N, 77.0690° E",28.403,77.069
2068,house,housing board colony,sector 28,3.5,25926.0,2.0,6.0,3,3.0,Relatively New,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4728° N, 77.0865° E",28.4728,77.0865
2069,flat,rof ananda,sector 95,0.55,8527.0,3.0,2.0,2,14.0,New Property,1621.64,1.0,0.0,0.0,0.0,0.0,1.0,81.0,"28.4172° N, 76.9081° E",28.4172,76.9081
2070,flat,indiabulls centrum park,sector 103,1.05,5859.0,2.0,2.0,3,1.0,Relatively New,1365.0,0.0,0.0,0.0,0.0,0.0,1.0,51.0,"28.4949° N, 76.9845° E",28.4949,76.9845
2071,flat,ss the leaf,sector 85,1.2,7317.0,2.0,2.0,3,6.0,Relatively New,1300.0,0.0,0.0,0.0,0.0,0.0,1.0,174.0,"28.4042° N, 76.9513° E",28.4042,76.9513
2072,flat,shree vardhman victoria,sector 70,1.1,8462.0,2.0,2.0,2,8.0,Relatively New,1444.44,0.0,0.0,0.0,0.0,0.0,0.0,101.0,"28.3968° N, 77.0233° E",28.3968,77.0233
2073,flat,ats triumph,sector 104,1.85,8079.0,3.0,3.0,3+,24.0,Relatively New,2072.4,0.0,1.0,0.0,0.0,0.0,0.0,174.0,"28.4788° N, 76.9960° E",28.4788,76.996
2074,flat,sanskriti apartment,sector 10,1.1,6667.0,3.0,3.0,3,2.0,Moderately Old,1833.33,0.0,0.0,0.0,0.0,0.0,0.0,22.0,"28.4537° N, 77.0009° E",28.4537,77.0009
2075,flat,ss the leaf,sector 85,1.2,9677.0,2.0,2.0,3+,9.0,Relatively New,2981.4,0.0,0.0,1.0,0.0,0.0,0.0,148.0,"28.4042° N, 76.9513° E",28.4042,76.9513
2076,flat,shapoorji pallonji joyville gurugram,sector 102,1.26,10040.0,2.0,2.0,2,10.0,Relatively New,1099.55,0.0,0.0,0.0,0.0,0.0,0.0,108.0,"28.4750° N, 76.9715° E",28.475,76.9715
2077,flat,signature global solera,sector 107,0.28,5622.0,2.0,2.0,2,14.0,Relatively New,543.33,0.0,0.0,0.0,0.0,0.0,0.0,38.0,"28.5052° N, 76.9729° E",28.5052,76.9729
2078,flat,tulip violet,sector 69,1.5,10714.0,3.0,3.0,2,8.0,Relatively New,2983.61,0.0,0.0,0.0,1.0,0.0,1.0,174.0,"28.3966° N, 77.0341° E",28.3966,77.0341
2079,flat,vatika the seven lamps,sector 82,1.6,6598.0,4.0,5.0,3+,8.0,Relatively New,2194.57,0.0,1.0,0.0,0.0,0.0,0.0,133.0,"28.3935° N, 76.9600° E",28.3935,76.96
2080,house,independent,sector 2,4.95,20370.0,6.0,5.0,3+,3.0,Relatively New,2430.0,0.0,1.0,0.0,0.0,0.0,0.0,91.0,"28.5095° N, 77.0320° E",28.5095,77.032
2081,flat,godrej,sector 79,1.91,8512.0,3.0,4.0,3+,7.0,Relatively New,2030.77,0.0,1.0,0.0,0.0,0.0,0.0,158.0,"28.3624° N, 76.9787° E",28.3624,76.9787
2082,flat,experion windchants,sector 112,4.75,12623.0,3.0,5.0,3+,4.0,Relatively New,3405.43,0.0,1.0,0.0,0.0,0.0,1.0,42.0,"28.5189° N, 77.0183° E",28.5189,77.0183
2083,house,international city by sobha phase 1,sector 109,12.0,20000.0,5.0,6.0,3,2.0,Relatively New,7000.0,1.0,1.0,0.0,0.0,0.0,1.0,154.0,"28.5073° N, 77.0089° E",28.5073,77.0089
2084,house,independent,sector 45,17.0,37778.0,5.0,8.0,3+,3.0,Relatively New,4500.0,1.0,1.0,1.0,1.0,0.0,2.0,152.0,"28.4466° N, 77.0660° E",28.4466,77.066
2085,flat,shapoorji pallonji joyville gurugram,sector 102,0.95,10383.0,2.0,2.0,2,14.0,Relatively New,915.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4750° N, 76.9715° E",28.475,76.9715
2086,flat,ild grand centra,sector 37,0.95,5220.0,3.0,1.0,0,0.0,Relatively New,1820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4375° N, 76.9999° E",28.4375,76.9999
2087,flat,m3m golfestate,sector 79,1.4,10000.0,2.0,2.0,2,4.0,Relatively New,1555.56,1.0,1.0,1.0,0.0,0.0,2.0,83.0,"28.3624° N, 76.9787° E",28.3624,76.9787
2088,flat,the close north,sector 50,2.65,10685.0,3.0,4.0,3+,6.0,Moderately Old,2470.0,0.0,1.0,0.0,0.0,0.0,1.0,174.0,"28.4178° N, 77.0628° E",28.4178,77.0628
2089,flat,experion windchants,sector 112,4.25,11294.0,3.0,5.0,2,15.0,Relatively New,3000.0,0.0,1.0,0.0,1.0,0.0,0.0,72.0,"28.5189° N, 77.0183° E",28.5189,77.0183
2090,flat,central park resorts,sector 48,5.15,20901.0,3.0,3.0,3+,8.0,Moderately Old,2364.0,0.0,1.0,0.0,0.0,0.0,2.0,53.0,"28.4177° N, 77.0359° E",28.4177,77.0359
2091,house,international city by sobha phase 2,sector 109,7.0,12963.0,4.0,4.0,3+,2.0,Relatively New,5400.0,0.0,0.0,0.0,0.0,0.0,1.0,102.0,"28.5073° N, 77.0089° E",28.5073,77.0089
2092,flat,emaar palm gardens,sector 83,1.75,9211.0,3.0,3.0,3+,11.0,Relatively New,3097.28,0.0,1.0,0.0,0.0,0.0,0.0,120.0,"28.3986° N, 76.9647° E",28.3986,76.9647
2093,flat,signature global city 92,sector 92,0.78,8050.0,2.0,2.0,2,2.0,New Property,1083.26,0.0,0.0,0.0,0.0,0.0,1.0,47.0,"28.4079° N, 76.9153° E",28.4079,76.9153
2094,flat,puri emerald bay,sector 104,2.6,15160.0,3.0,4.0,3+,5.0,Relatively New,4122.75,1.0,1.0,0.0,0.0,0.0,0.0,81.0,"28.4788° N, 76.9960° E",28.4788,76.996
2095,flat,dlf regal gardens,sector 90,1.26,7403.0,3.0,3.0,3,6.0,Relatively New,3206.94,0.0,0.0,0.0,0.0,1.0,1.0,28.0,"28.4085° N, 76.9369° E",28.4085,76.9369
2096,flat,experion windchants,sector 112,3.1,20667.0,2.0,2.0,3,9.0,Relatively New,1500.0,1.0,1.0,1.0,0.0,0.0,1.0,80.0,"28.5189° N, 77.0183° E",28.5189,77.0183
2097,flat,ireo the corridors,sector 67a,2.0,11429.0,3.0,3.0,3,12.0,New Property,1583.71,1.0,0.0,0.0,0.0,0.0,0.0,38.0,"28.3960° N, 77.0372° E",28.396,77.0372
2098,flat,sare green parc,sector 92,0.75,4820.0,3.0,2.0,2,16.0,Relatively New,1556.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4079° N, 76.9153° E",28.4079,76.9153
2099,flat,zara aavaas,sector 104,0.49,6577.0,3.0,2.0,2,7.0,Under Construction,1390.87,0.0,0.0,0.0,0.0,0.0,0.0,74.0,"28.4788° N, 76.9960° E",28.4788,76.996
2100,flat,birla navya,sector 63a,2.1,16667.0,2.0,2.0,2,2.0,Under Construction,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,"28.3923° N, 77.0888° E",28.3923,77.0888
2101,flat,emaar mgf emerald floors premier,sector 65,2.24,13576.0,3.0,3.0,3,2.0,Relatively New,1833.33,1.0,1.0,0.0,0.0,0.0,0.0,46.0,"28.4030° N, 77.0690° E",28.403,77.069
2102,flat,bptp terra,sector 37d,1.55,8559.0,3.0,3.0,3+,11.0,Relatively New,1638.91,0.0,0.0,0.0,0.0,0.0,0.0,79.0,"28.4478° N, 76.9703° E",28.4478,76.9703
2103,flat,godrej air,sector 85,1.8,13139.0,3.0,3.0,3,30.0,Under Construction,141.44,0.0,0.0,0.0,0.0,0.0,0.0,45.0,"28.4042° N, 76.9513° E",28.4042,76.9513
2104,house,independent,sector 47,4.6,26620.0,2.0,6.0,3+,4.0,Moderately Old,1728.0,0.0,0.0,0.0,0.0,0.0,2.0,51.0,"28.4276° N, 77.0492° E",28.4276,77.0492
2105,house,independent,sector 2,5.7,22637.0,9.0,9.0,3+,3.0,Moderately Old,2430.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,"28.5095° N, 77.0320° E",28.5095,77.032
2106,flat,the serenas,sector 36,0.42,7910.0,2.0,2.0,1,3.0,New Property,590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4160° N, 76.9914° E",28.416,76.9914
2107,flat,indiabulls centrum park,sector 103,1.35,7542.0,3.0,3.0,3+,3.0,Relatively New,1619.91,1.0,0.0,0.0,0.0,0.0,1.0,168.0,"28.4949° N, 76.9845° E",28.4949,76.9845
2108,flat,ss the leaf,sector 85,1.04,5974.0,2.0,3.0,3+,4.0,Relatively New,1575.57,0.0,0.0,1.0,0.0,0.0,0.0,113.0,"28.4042° N, 76.9513° E",28.4042,76.9513
2109,flat,emaar gurgaon greens,sector 102,1.45,8788.0,3.0,3.0,3,7.0,Relatively New,1493.21,0.0,1.0,0.0,0.0,0.0,0.0,159.0,"28.4750° N, 76.9715° E",28.475,76.9715
2110,flat,smart world orchard,sector 61,1.5,12500.0,2.0,2.0,2,2.0,Under Construction,1333.33,1.0,0.0,0.0,0.0,0.0,0.0,49.0,"28.4050° N, 77.0963° E",28.405,77.0963
2111,flat,bptp terra,sector 37d,1.65,7531.0,4.0,3.0,3+,6.0,Relatively New,2091.0,0.0,0.0,0.0,0.0,0.0,1.0,149.0,"28.4478° N, 76.9703° E",28.4478,76.9703
2112,flat,sagar apartment,sector 56,1.45,7250.0,3.0,3.0,3+,7.0,Old Property,1900.0,1.0,1.0,0.0,1.0,1.0,0.0,166.0,"28.4245° N, 77.0991° E",28.4245,77.0991
2113,flat,m3m golfestate,sector 65,4.95,15906.0,3.0,3.0,3,10.0,Relatively New,2816.29,0.0,1.0,0.0,0.0,0.0,1.0,82.0,"28.4030° N, 77.0690° E",28.403,77.069
2114,flat,dlf royalton tower,sector 43,6.2,20687.0,4.0,4.0,3+,9.0,Moderately Old,2712.22,0.0,1.0,0.0,0.0,0.0,0.0,7.0,"28.4629° N, 77.0772° E",28.4629,77.0772
2115,flat,vipul lavanya,sector 81,0.65,5263.0,2.0,2.0,2,14.0,Moderately Old,1970.82,0.0,0.0,0.0,0.0,0.0,0.0,96.0,"28.3867° N, 76.9485° E",28.3867,76.9485
2116,flat,vatika city,sector 49,2.65,11773.0,3.0,4.0,3,11.0,Moderately Old,2251.0,0.0,1.0,0.0,1.0,0.0,1.0,140.0,"28.4121° N, 77.0480° E",28.4121,77.048
2117,flat,imt view society,manesar,0.95,3652.0,3.0,4.0,3,6.0,Moderately Old,4464.05,0.0,1.0,0.0,0.0,0.0,0.0,81.0,"28.3515° N, 76.9428° E",28.3515,76.9428
2118,flat,la vida by tata housing,sector 113,1.5,11755.0,2.0,2.0,2,13.0,New Property,1417.78,0.0,0.0,0.0,0.0,0.0,0.0,71.0,"28.5287° N, 77.0233° E",28.5287,77.0233
2119,flat,umang winter hills,sector 77,0.71,5306.0,2.0,2.0,2,6.0,Relatively New,2114.48,1.0,0.0,0.0,0.0,0.0,0.0,108.0,"28.3801° N, 76.9845° E",28.3801,76.9845
2120,flat,tulip violet,sector 69,1.78,8856.0,4.0,4.0,2,10.0,Relatively New,1819.0,0.0,0.0,0.0,1.0,0.0,1.0,156.0,"28.3966° N, 77.0341° E",28.3966,77.0341
2121,house,independent,sector 26,13.5,29880.0,5.0,5.0,3+,2.0,Relatively New,4518.0,1.0,1.0,0.0,1.0,1.0,2.0,49.0,"28.4757° N, 77.1032° E",28.4757,77.1032
2122,house,emaar mgf marbella,sector 66,9.0,21251.0,4.0,4.0,3+,2.0,Relatively New,5200.0,0.0,1.0,1.0,1.0,0.0,1.0,114.0,"28.3925° N, 77.0541° E",28.3925,77.0541
2123,flat,vatika xpressions,sector 88,0.92,7360.0,2.0,2.0,2,3.0,Relatively New,1300.0,0.0,0.0,0.0,1.0,0.0,0.0,174.0,"28.4220° N, 76.9571° E",28.422,76.9571
2124,flat,dlf new town heights,sector 90,1.25,6504.0,3.0,3.0,3+,5.0,Relatively New,1929.0,0.0,1.0,0.0,1.0,0.0,0.0,127.0,"28.4085° N, 76.9369° E",28.4085,76.9369
2125,house,huda,sector 38,3.5,24005.0,3.0,2.0,3,2.0,Moderately Old,1458.0,0.0,0.0,1.0,0.0,0.0,1.0,85.0,"28.4347° N, 77.0430° E",28.4347,77.043
2126,house,sushant lok 1 builder floors,sector 43,1.95,10078.0,3.0,4.0,3+,4.0,New Property,1935.0,0.0,1.0,0.0,0.0,0.0,1.0,78.0,"28.4629° N, 77.0772° E",28.4629,77.0772
2127,flat,vatika gurgaon,sector 83,1.1,6051.0,3.0,3.0,3,12.0,Relatively New,1570.14,0.0,1.0,0.0,0.0,0.0,1.0,66.0,"28.3986° N, 76.9647° E",28.3986,76.9647
2128,flat,conscient heritage max,sector 102,2.15,10005.0,3.0,4.0,3+,18.0,Relatively New,1944.8,1.0,1.0,0.0,0.0,0.0,1.0,134.0,"28.4750° N, 76.9715° E",28.475,76.9715
2129,flat,unitech fresco,sector 50,1.14,8533.0,2.0,2.0,2,19.0,Moderately Old,1330.0,0.0,0.0,0.0,0.0,1.0,1.0,174.0,"28.4178° N, 77.0628° E",28.4178,77.0628
2130,flat,godrej nature plus serenity,sector 33,1.45,8677.0,3.0,2.0,3,3.0,Under Construction,1512.22,0.0,0.0,0.0,0.0,0.0,0.0,49.0,"28.4420° N, 77.0207° E",28.442,77.0207
2131,flat,ats tourmaline,sector 109,1.4,8000.0,3.0,3.0,3+,9.0,Relatively New,1583.71,0.0,0.0,0.0,0.0,0.0,0.0,95.0,"28.5073° N, 77.0089° E",28.5073,77.0089
2132,flat,godrej oasis,sector 88a,2.65,16751.0,3.0,3.0,3+,10.0,New Property,1582.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,"28.4347° N, 76.9557° E",28.4347,76.9557
2133,flat,satya the hermitage,sector 103,0.99,6653.0,3.0,4.0,3+,2.0,Relatively New,3462.92,0.0,1.0,0.0,1.0,0.0,0.0,174.0,"28.4949° N, 76.9845° E",28.4949,76.9845
2134,flat,ambience caitriona,sector 24,14.0,22222.0,4.0,5.0,3,3.0,Old Property,6300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4939° N, 77.1038° E",28.4939,77.1038
2135,flat,ansal harmony homes,sector 57,1.12,10667.0,2.0,2.0,1,0.0,Old Property,950.23,0.0,0.0,0.0,0.0,0.0,0.0,72.0,"28.4232° N, 77.0752° E",28.4232,77.0752
2136,house,ansals florence villa,sector 57,3.3,19820.0,4.0,3.0,3+,2.0,Moderately Old,1665.0,1.0,1.0,1.0,1.0,0.0,0.0,151.0,"28.4232° N, 77.0752° E",28.4232,77.0752
2137,flat,tulip violet,sector 69,1.55,9823.0,3.0,3.0,2,0.0,Relatively New,1428.05,0.0,0.0,0.0,1.0,0.0,1.0,129.0,"28.3966° N, 77.0341° E",28.3966,77.0341
2138,flat,smart world orchard,sector 61,1.7,15004.0,2.0,2.0,2,4.0,Under Construction,1277.78,0.0,0.0,0.0,0.0,0.0,0.0,24.0,"28.4050° N, 77.0963° E",28.405,77.0963
2139,flat,signature the roselia,sector 95,0.45,7909.0,2.0,2.0,2,2.0,New Property,632.22,0.0,0.0,0.0,0.0,0.0,1.0,31.0,"28.4172° N, 76.9081° E",28.4172,76.9081
2140,flat,sbtl caladium,sector 109,1.35,7181.0,3.0,2.0,3+,12.0,Relatively New,2954.69,0.0,0.0,0.0,0.0,0.0,0.0,128.0,"28.5073° N, 77.0089° E",28.5073,77.0089
2141,flat,emaar gurgaon greens,sector 102,1.35,10800.0,3.0,4.0,3+,9.0,Relatively New,1400.0,0.0,1.0,0.0,1.0,0.0,1.0,174.0,"28.4750° N, 76.9715° E",28.475,76.9715
2142,flat,awho shanti vihar,sector 95,0.8,8889.0,2.0,2.0,3,9.0,New Property,1425.59,1.0,0.0,0.0,0.0,0.0,0.0,67.0,"28.4172° N, 76.9081° E",28.4172,76.9081
2143,flat,raheja navodaya,sector 92,0.85,4271.0,3.0,3.0,3,2.0,Relatively New,1800.9,0.0,0.0,0.0,0.0,0.0,0.0,100.0,"28.4079° N, 76.9153° E",28.4079,76.9153
2144,flat,dlf new town heights,sector 90,1.99,7297.0,4.0,4.0,3+,9.0,Relatively New,3030.0,0.0,1.0,0.0,1.0,0.0,1.0,102.0,"28.4085° N, 76.9369° E",28.4085,76.9369
2145,flat,sbtl caladium,sector 109,1.7,6680.0,3.0,3.0,3+,9.0,Relatively New,2303.17,0.0,1.0,0.0,0.0,0.0,0.0,159.0,"28.5073° N, 77.0089° E",28.5073,77.0089
2146,flat,valley view estate,gwal pahari,1.5,7489.0,4.0,4.0,3+,10.0,Moderately Old,1850.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,"28.4484° N, 77.0210° E",28.4484,77.021
2147,flat,signature global the millennia 3,sector 37d,0.45,7627.0,2.0,3.0,2,8.0,Under Construction,655.56,0.0,0.0,0.0,0.0,0.0,0.0,8.0,"28.4478° N, 76.9703° E",28.4478,76.9703
2148,house,independent,sector 56,8.0,9654.0,10.0,10.0,3+,4.0,Relatively New,8286.0,1.0,1.0,0.0,1.0,0.0,2.0,107.0,"28.4245° N, 77.0991° E",28.4245,77.0991
2149,flat,kendriya vihar,sector 56,0.58,9587.0,1.0,1.0,1,1.0,Old Property,672.22,0.0,0.0,0.0,0.0,0.0,0.0,77.0,"28.4245° N, 77.0991° E",28.4245,77.0991
2150,flat,green court,sector 90,0.5,8333.0,2.0,2.0,1,8.0,New Property,1300.15,0.0,0.0,0.0,0.0,0.0,0.0,42.0,"28.4085° N, 76.9369° E",28.4085,76.9369
2151,flat,conscient heritage max,sector 102,2.0,9307.0,3.0,4.0,3+,13.0,Relatively New,1900.0,1.0,1.0,0.0,0.0,0.0,1.0,174.0,"28.4750° N, 76.9715° E",28.475,76.9715
2152,flat,kendriya vihar,sector 56,0.65,8609.0,1.0,1.0,1,0.0,Moderately Old,838.89,0.0,0.0,0.0,0.0,0.0,0.0,143.0,"28.4245° N, 77.0991° E",28.4245,77.0991
2153,flat,awho shanti vihar,sector 95,0.82,9880.0,2.0,2.0,3+,13.0,New Property,2189.19,1.0,0.0,0.0,0.0,0.0,0.0,114.0,"28.4172° N, 76.9081° E",28.4172,76.9081
2154,flat,paras dews,sector 106,1.15,6053.0,3.0,4.0,3,5.0,Relatively New,1305.0,1.0,1.0,0.0,0.0,0.0,0.0,49.0,"28.5007° N, 77.0003° E",28.5007,77.0003
2155,flat,ambience creacions,sector 22,4.3,13916.0,3.0,4.0,3+,6.0,Relatively New,2600.0,0.0,1.0,0.0,0.0,1.0,2.0,120.0,"28.5072° N, 77.0640° E",28.5072,77.064
2156,flat,indiabulls centrum park,sector 103,1.65,8250.0,3.0,3.0,3+,15.0,Relatively New,3365.51,1.0,0.0,0.0,0.0,0.0,0.0,38.0,"28.4949° N, 76.9845° E",28.4949,76.9845
2157,flat,godrej aria,sector 79,1.45,9062.0,2.0,2.0,3+,9.0,Relatively New,1494.0,1.0,0.0,0.0,0.0,0.0,0.0,113.0,"28.3624° N, 76.9787° E",28.3624,76.9787
2158,flat,shreeram apartment ii,sector 4,0.21,4667.0,1.0,1.0,1,2.0,Relatively New,500.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,"28.4738° N, 77.0107° E",28.4738,77.0107
2159,flat,ild greens,sector 37,0.75,5245.0,2.0,2.0,3+,13.0,Relatively New,1430.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,"28.4375° N, 76.9999° E",28.4375,76.9999
2160,flat,emaar palm gardens,sector 83,1.48,7789.0,3.0,3.0,3,7.0,Relatively New,3097.28,0.0,1.0,0.0,0.0,0.0,0.0,66.0,"28.3986° N, 76.9647° E",28.3986,76.9647
2161,flat,central park 2 bellevue,sector 48,5.0,11628.0,3.0,4.0,3,14.0,Moderately Old,4777.78,0.0,0.0,0.0,0.0,0.0,0.0,82.0,"28.4177° N, 77.0359° E",28.4177,77.0359
2162,flat,shree vardhman victoria,sector 70,1.64,8410.0,3.0,5.0,3,8.0,Relatively New,3054.71,0.0,1.0,0.0,0.0,0.0,0.0,126.0,"28.3968° N, 77.0233° E",28.3968,77.0233
2163,flat,puri diplomatic greens,sector 111,3.45,11695.0,4.0,5.0,3+,9.0,Relatively New,2669.68,0.0,1.0,0.0,0.0,0.0,0.0,68.0,"28.5238° N, 77.0320° E",28.5238,77.032
2164,flat,rof ananda,sector 95,0.31,5647.0,2.0,2.0,1,5.0,Relatively New,610.19,0.0,0.0,0.0,1.0,0.0,1.0,74.0,"28.4172° N, 76.9081° E",28.4172,76.9081
2165,flat,m3m one key resiments,sector 67,0.8,13115.0,1.0,1.0,0,0.0,Relatively New,610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.3859° N, 77.0608° E",28.3859,77.0608
2166,flat,orchid petals,sector 49,1.9,10526.0,3.0,3.0,3,9.0,Moderately Old,2005.56,0.0,1.0,0.0,0.0,0.0,1.0,95.0,"28.4121° N, 77.0480° E",28.4121,77.048
2167,flat,central park flower valley,sector 33,2.2,10476.0,3.0,3.0,3,12.0,New Property,1900.45,0.0,1.0,0.0,0.0,0.0,1.0,49.0,"28.4420° N, 77.0207° E",28.442,77.0207
2168,flat,bestech park view ananda,sector 81,1.35,7542.0,3.0,3.0,3+,10.0,Moderately Old,2875.47,0.0,0.0,1.0,0.0,0.0,1.0,72.0,"28.3867° N, 76.9485° E",28.3867,76.9485
2169,house,dlf city phase 1,sector 26,5.5,30556.0,4.0,4.0,3,2.0,Moderately Old,1800.0,1.0,1.0,0.0,1.0,0.0,0.0,69.0,"28.4757° N, 77.1032° E",28.4757,77.1032
2170,flat,smart world orchard,sector 61,1.6,13913.0,2.0,2.0,2,3.0,New Property,1277.78,1.0,0.0,0.0,0.0,0.0,0.0,122.0,"28.4050° N, 77.0963° E",28.405,77.0963
2171,house,independent,sector 12,6.0,35088.0,4.0,6.0,2,2.0,Old Property,1710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4723° N, 77.0320° E",28.4723,77.032
2172,flat,la vida by tata housing,sector 113,3.35,12444.0,4.0,4.0,3+,11.0,Relatively New,2991.11,1.0,1.0,0.0,0.0,0.0,1.0,174.0,"28.5287° N, 77.0233° E",28.5287,77.0233
2173,house,vipul tatvam villa,sector 48,7.8,23145.0,4.0,4.0,3+,2.0,Relatively New,3240.0,1.0,1.0,1.0,1.0,0.0,1.0,145.0,"28.4177° N, 77.0359° E",28.4177,77.0359
2174,flat,ansal housing highland park,sector 103,0.8,5878.0,2.0,2.0,2,9.0,Relatively New,1361.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4949° N, 76.9845° E",28.4949,76.9845
2175,flat,mapsko mount ville,sector 79,1.3,8025.0,3.0,3.0,3+,1.0,Relatively New,2425.96,0.0,0.0,0.0,0.0,0.0,1.0,140.0,"28.3624° N, 76.9787° E",28.3624,76.9787
2176,flat,sare homes,sector 92,0.8,5253.0,3.0,3.0,3,7.0,Relatively New,1692.22,1.0,0.0,0.0,0.0,0.0,1.0,80.0,"28.4079° N, 76.9153° E",28.4079,76.9153
2177,flat,experion the heartsong,sector 108,1.36,6542.0,3.0,2.0,3+,2.0,Relatively New,2686.51,1.0,1.0,0.0,0.0,0.0,1.0,77.0,"28.5134° N, 76.9830° E",28.5134,76.983
2178,house,independent,sector 31,4.6,32258.0,2.0,2.0,2,2.0,Moderately Old,1426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4528° N, 77.0498° E",28.4528,77.0498
2179,flat,m3m skycity,sector 65,2.0,15267.0,2.0,2.0,2,16.0,New Property,1185.52,0.0,0.0,0.0,0.0,0.0,1.0,174.0,"28.4030° N, 77.0690° E",28.403,77.069
2180,flat,ansal heights,sector 92,0.72,4500.0,3.0,3.0,3,9.0,Relatively New,1700.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0,"28.4079° N, 76.9153° E",28.4079,76.9153
2181,flat,emaar palm gardens,sector 83,1.76,9263.0,3.0,3.0,3,5.0,Relatively New,1600.0,0.0,1.0,0.0,0.0,0.0,1.0,174.0,"28.3986° N, 76.9647° E",28.3986,76.9647
2182,flat,birla navya,sector 63a,3.23,26872.0,3.0,3.0,3,4.0,New Property,3279.03,0.0,1.0,0.0,0.0,0.0,0.0,52.0,"28.3923° N, 77.0888° E",28.3923,77.0888
2183,flat,bestech park view grand spa,sector 81,4.2,10000.0,4.0,4.0,3+,25.0,Relatively New,7023.13,0.0,1.0,0.0,0.0,0.0,1.0,90.0,"28.3867° N, 76.9485° E",28.3867,76.9485
2184,house,independent,sector 7,3.85,14650.0,4.0,4.0,3,3.0,Old Property,2628.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,"28.4644° N, 77.0143° E",28.4644,77.0143
2185,flat,puri emerald bay,sector 104,1.8,8824.0,2.0,3.0,3,23.0,New Property,1538.46,0.0,1.0,0.0,0.0,0.0,0.0,36.0,"28.4788° N, 76.9960° E",28.4788,76.996
2186,house,independent,sector 8,1.6,3186.0,4.0,6.0,1,3.0,Relatively New,558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.3738° N, 76.8970° E",28.3738,76.897
2187,house,emaar mgf marbella,sector 66,8.7,38667.0,4.0,5.0,2,3.0,New Property,2250.0,1.0,1.0,0.0,0.0,0.0,0.0,144.0,"28.3925° N, 77.0541° E",28.3925,77.0541
2188,flat,kiran residency,sector 56,1.5,7500.0,3.0,3.0,3+,4.0,Relatively New,1900.0,0.0,1.0,0.0,0.0,0.0,1.0,126.0,"28.4245° N, 77.0991° E",28.4245,77.0991
2189,house,shree krishna homes,sector 104,0.48,5556.0,2.0,2.0,1,1.0,New Property,795.0,1.0,0.0,0.0,1.0,1.0,0.0,44.0,"28.4788° N, 76.9960° E",28.4788,76.996
2190,flat,mapsko mount ville,sector 79,1.2,8054.0,3.0,3.0,3+,24.0,Relatively New,2308.32,0.0,0.0,0.0,0.0,0.0,1.0,135.0,"28.3624° N, 76.9787° E",28.3624,76.9787
2191,house,independent,sector 11,0.95,7308.0,5.0,3.0,0,1.0,Moderately Old,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4531° N, 77.0202° E",28.4531,77.0202
2192,flat,ss,sector 85,2.17,7717.0,4.0,4.0,3,7.0,Relatively New,2600.0,1.0,1.0,0.0,1.0,0.0,0.0,49.0,"28.4042° N, 76.9513° E",28.4042,76.9513
2193,flat,pareena coban residences,sector 99,1.38,7150.0,4.0,5.0,3+,1.0,Relatively New,2150.0,0.0,1.0,0.0,0.0,1.0,0.0,49.0,"28.4640° N, 76.9614° E",28.464,76.9614
2194,flat,shree vardhman flora,sector 90,0.65,4962.0,2.0,2.0,3,11.0,Relatively New,1225.0,1.0,0.0,0.0,0.0,0.0,1.0,49.0,"28.4085° N, 76.9369° E",28.4085,76.9369
2195,house,landmark house,sector 43,2.75,25463.0,3.0,3.0,1,2.0,Moderately Old,1080.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,"28.4629° N, 77.0772° E",28.4629,77.0772
2196,flat,bestech park view city,sector 49,3.0,12589.0,4.0,4.0,3,5.0,Moderately Old,2200.0,0.0,1.0,0.0,1.0,0.0,1.0,141.0,"28.4121° N, 77.0480° E",28.4121,77.048
